01-1001;Zwets;26.ZF.0257;"Flens blindflens zwart 2.1/2"" PN16 DN65";9.89;;;;;;;;;;;
07-5008;Kieboom;;Afstandsmeter DLE 40 Bosch;90.79;;;;;;;;;;;
07-5009;Verhoeven;1314142;Tapkopsleutel 1.607.950.002 Bosch;8.30;;;;;;;;;;;
07-5010;Kieboom;;"Manometer 0-10 bar G1/4"" onder";30.55;;;;;;;;;;;
07-5011;Kieboom;;Amperetang digi 645;36.00;;;;;;;;;;;
07-6001;SAB;;Jerrycan 30 ltr.;12.50;;;;;;;;;;;
07-6002;SAB;;Klok drukkklok;108.00;;;;;;;;;;;
07-6003;SAB;;Poetslappen;9.14;;;;;;;;;;;
07-6004;SAB;;Microvezeldoek;1.50;;;;;;;;;;;
07-6005;SAB;;Schuurpapier waterproof 400;20.25;;;;;;;;;;;
07-6006;SAB;;Tape ducktape;6.62;;;;;;;;;;;
07-6007;Air Liquide;S9054;Gas administratiekosten per levering;7.50;;;;;;;;;;;
07-6008;Air Liquide;I2530M20;Gas ARCAL 12 cilinder M20;42.15;;;;;;;;;;;
07-6009;Air Liquide;I2015M20;Gas ARGON N46 M20 cilinder;26.47;;;;;;;;;;;
07-6010;Air Liquide;I3165M20;Gas ATAL 20 cilinder M20;33.86;;;;;;;;;;;
07-6011;Air Liquide;RR0L001;Gas huur cilinder per dag;0.35;;;;;;;;;;;
07-6012;Air Liquide;S0581;Gas toeslag milieu en veiligheid per cilinder;15.75;;;;;;;;;;;
07-6013;Kieboom;;Vaselinespray 400 ml;5.54;;;;;;;;;;;
07-6014;Kieboom;;Laspaumelle rvs pen 80 mm;5.20;;;;;;;;;;;
07-6015;Verhoeven;65200648;Loctite bevestiging 648/50 ml;42.93;;;;;;;;;;;
07-6016;Kieboom;;Neopreen kabel 3x1,5Qmm H07RNF;1.88;;;mtr.;;;;;;;;
07-6017;Brammer;;Deurkrukring 75x75 mm rvs sluiting;25.00;;;;;;;;;;;
07-6018;Brammer;;Stift t.b.v. deurkruk rvs 7x7x50 Pimax;4.50;;;;;;;;;;;
07-6019;Kieboom;;Opbergbak  kunststof + deksel 600x400x335 mm GR;31.20;;;;;;;;;;;
07-6020;Kieboom;;Tochtstrip 3x30 mm Avaprene;1.28;;;m1;;;;;;;;
07-6021;SAB;;Dreft;2.59;;;;;;;;;;;
07-6022;SAB;;Patroon Teflon;4.51;;;;;;;;;;;
07-6023;SAB;;Handzeep delight;7.50;;;;;;;;;;;
07-6024;SAB;;Compressor olie;17.50;;;;;;;;;;;
07-6025;Brammer;;Magneetschakelaar peiltoestel;56.25;;;;;;;;;;;
07-6026;Electro Supply;6800167;ABB automaat 1 polig+n c16a sn2011 c16;15.47;;;;;;;;;;;
07-6027;Electro Supply;115-6V;Wandcontactdoos opbouw rood 16A 5P 400V 6H PCE;7.55;;;;;;;;;;;
07-6028;Electro Supply;2023849;Wartel pvc drukvast m25x1,5 kt 11-17 mm;0.50;;;;;;;;;;;
07-6029;Electro Supply;207298;Schakelaar opbouw Moeller nood/uit 3p+n p1-25/i2/svb/n;41.72;;;;;;;;;;;
07-6030;Brammer;;Voetplaat 80 mm polyamide gmt;3.41;;;;;;;;;;;
07-6031;Brammer;;Spil + moer M12x100 ss gmt t.b.v. voetplaat;5.57;;;;;;;;;;;
07-6032;ODS;919399991;Bladzink komo 3000x1000x1 mm EN 988;3.65;;;kg;;;;;;;;
07-6033;Biermans;1519773;Zwenkwiel rubber 125x37 mm Kelfort ;12.30;;;;;;;;;;;
07-6034;Biermans;1519708;Meubelwiel kunststof zwart 50 mmxM8 bout Kelfort;1.80;;;;;;;;;;;
07-6035;Kieboom;;Loctite 454 20 gram (454);18.83;;;;;;;;;;;
07-6036;Kieboom;;Loctite 406 20 gram (410) rubber/kunststof;18.06;;;;;;;;;;;
07-6037;Kieboom;;Tape teflon tape 12 mm x 12 m;1.28;;;;;;;;;;;
07-6038;Kieboom;;"Torsino geel 1.1/4""";4.72;;;;;;;;;;;
07-6039;Kieboom;;Doos universeeldoos WD IP65;5.08;;;;;;;;;;;
07-6040;Kieboom;;Opbergbak  kunststof + deksel 400x300x185 mm GR;24.00;;;;;;;;;;;
07-6041;Kieboom;;Stekkercentrale VD16 3V-recht Grs;28.14;;;;;;;;;;;
07-6042;Kieboom;;Stekkercentrale AVA353GU 3V RA rubber;47.24;;;;;;;;;;;
07-6043;Kieboom;;Stekker rubber ra;3.96;;;;;;;;;;;
07-6044;Kieboom;;Kabel elektrisch VMVL 3x2.5 PL.ZW;2.64;;;;;;;;;;;
07-6045;Kieboom;;Laspaumelle rvs pen 100 mm;6.07;;;;;;;;;;;
07-6046;Kieboom;;Gas ALBEE cilinder zuurstof 11 ltr. vulling;26.50;;;;;;;;;;;
07-6047;Kieboom;;Insteeknippel Orion 1/4 budr 3/8;3.20;;;;;;;;;;;
07-6048;Kieboom;;Marker deep-hole zwart;7.08;;;;;;;;;;;
07-6049;Kieboom;;Ketting lsch. 4 mm ;2.40;;;;;;;;;;;
07-6050;Kieboom;;Kabelschoen vl.sth.geis rood;1.25;;;;;;;;;;;
07-6051;Kieboom;;Tape isolatietape geel/gr 15 mm 10 mtr.;0.92;;;;;;;;;;;
07-6052;Brammer;;Zwenkwiel rvs 50 mm met rem rubber;13.54;;;;;;;;;;;
07-6053;Brammer;;Ventiel 3/2 1/4 dvr Hafner ;47.61;;;;;;;;;;;
07-6054;Kieboom;;Bandset 5 mtr. Met haak;6.00;;;;;;;;;;;
07-6055;Kieboom;;Beugels 5 mm zwart 25 pl.k.;1.61;;;per blis ?;;;;;;;;
07-6056;Kieboom;;Containerzak 240 L 120x140 70MU/10st;4.80;;;;;;;;;;;
07-6057;Kieboom;;Siliconenkit transparant 310 ml;4.64;;;;;;;;;;;
07-6058;Kieboom;;Stanleymes afbreek 0-10-151;3.02;;;;;;;;;;;
07-6059;Kieboom;;Verfbak 150x3000;0.80;;;;;;;;;;;
07-6060;Brammer;;Hoekcontactlager eenrijig;42.69;;;;;;;;;;;
07-6061;Kieboom;;Ketting ksch. 2 mm;2.36;;;meter;;;;;;;;
07-6062;Kieboom;;Opbergbak  kunststof 600x400x320 grijs;20.85;;;;;;;;;;;
07-6063;Kieboom;;Noodschalm m/schr.sluiting rvs 7 mm;3.52;;;;;;;;;;;
07-6064;Pinta;;Tape Armaflex rol ;31.50;;;;;;;;;;;
07-6065;Pinta;;Armaflex 32 mm 1000x1000 mm;42.90;;;;;;;;;;;
07-6066;Pinta;;Celrubberband 50x5 mm zelfklevend per meter;1.75;;;;;;;;;;;
07-6067;Pinta;;Celrubberkeg 200x55/100x15 - 200 mm afgeronde kanten;34.25;;;;;;;;;;;
07-6068;Biermans;1251037;Insteekdop vierkant zwart 50x50 mm;0.34;;;;;;;;;;;
07-6069;Biermans;;Aceton 1000 ml;5.50;;;;;;;;;;;
07-6070;Biermans;1655385;Assortimentsdoos rood;10.54;;;;;;;;;;;
07-6071;Biermans;1242324;Plantenspuit 40x25 mm;1.99;;;;;;;;;;;
07-6072;Kieboom;;Kabelschoen ring 5 mm rood;1.20;;;per blis ?;;;;;;;;
07-6073;Kieboom;;Soldeertin staaf 40/60 ca. 140 gram;4.40;;;;;;;;;;;
07-6074;Hilto;32-1645-050 0-120;Staafthermometer massief Econ klein;26.50;;;;;;;;;;;
07-6075;Schans;10054;Rapid Combi disc 125x22 medium;11.99;;;;;;;;;;;
07-6076;Schans;10852;FM tex-wiel 100x100 nr. 80;25.54;;;;;;;;;;;
07-6077;Schans;2339062;Schuurvlies golfvouw 150x30 ;13.50;;;;;;;;;;;
07-6078;Kieboom;;"Rooster vlamwerend 4"" bidr m/verl.huis";307.35;;;;;;;;;;;
07-6079;Kieboom;;Rooster vlamwerend 147 mm + ring;206.35;;;;;;;;;;;
07-6080;Kieboom;;Rooster vlamwerend 127 mm + ring;202.35;;;;;;;;;;;
07-6081;Hilto;"34-001A-F 1/2""";"Peilglas tussenkoppeling 12 mm 1/2"" ";24.57;;;;;;;;;;;
07-6082;Hilto;"34-001A-G 1/2"" MET PLUG";"Peilglaskraan met drukknop 1/2""";27.45;;;;;;;;;;;
07-6083;Hilto;"34-001B-1/2"" BOVEN";Peilglasknie D15 12 mm;8.34;;;;;;;;;;;
07-6084;Rob Snel;93.ST.421.00;Deurknevel staal 93 (verzonken);41.60;;;;;;;;;;;
07-6085;Rob Snel;80.SS.411.03;Spie rvs laag model;8.16;;;;;;;;;;;
07-6086;Zwets;23.SK.0320;Slangklem 2-delig 280-300 mm;8.80;;;;;;;;;;;
07-6087;JB;140-06-008;Luchtslang rubber 20 Bar 8 mm;1.11;;;;;;;;;;;
07-6088;JB;150-01-011;Wormschroefklem 11-17;0.63;;;;;;;;;;;
07-8001;DJPS;;"Koppeling snelkoppeling 1/4"" ZS H-D M Kaflon";40.00;;;;;;;;;;;
07-8002;DJPS;;"Koppeling snelkoppeling 1/4"" ZS H-D VR Kaflon";41.00;;;;;;;;;;;
07-8003;DJPS;;"Koppeling snelkoppeling 1/4"" ZS H-D VR std";41.00;;;;;;;;;;;
07-8004;Zwets;21.OB.KK.K500;"Kogelkraan .1/4"" bi/bu vlinderhendel";4.62;;;;;;;;;;;
07-8005;Kieboom;;"Kogelafsluiter 3/8""";4.48;;;;;;;;;;;
08-1001;Kieboom;;Moer borgmoer rvs A2 DIN985 M6;0.15;;;;;;;;;;;
08-1002;Kieboom;;Draadeind rvs M6 A2 D975;3.30;;;;;;;;;;;
08-1003;Kieboom;;Ring carrosseriering rvs M8 A2 D9021;0.25;;;;;;;;;;;
08-1004;Kieboom;;Ring veerring rvs M8 A2 D127;0.06;;;;;;;;;;;
08-1005;Biermans;5527162;Bout inbusbout rvs M6x25 mm;0.14;;;;;;;;;;;
08-1006;TrioFast;4933A208025;Bout tapbout rvs M8x25-200 DIN 933 A2;0.13;;;;;;;;;;;
08-1007;TrioFast;4933A208050;Bout tapbout rvs M8x50-100 DIN 933 A2-;0.20;;;;;;;;;;;
08-1008;Biermans;4933A406010;Bout tapbout rvs M6x10 mm zeskant ;0.17;;;;;;;;;;;
08-1009;TrioFast;47991A212040;Bout rvs verzonken bout DIN 7991 A2 M12x40-100;0.81;;;;;;;;;;;
08-1010;TrioFast;4975A212000;Draadstang M12x1M-20 DIN 976 A2 ;5.70;;;;;;;;;;;
08-1011;TrioFast;4985A4S108;Moer borgmoer M8 DIN 985 A4-80 SEAL INOX;0.13;;;;;;;;;;;
08-1012;Kieboom;;Moer rvs M12;0.52;;;;;;;;;;;
08-1013;Kieboom;;Moer rvs M8;0.17;;;;;;;;;;;
08-1014;Biermans;5522056;Moer zeskantmoer rvs M6x5.0 mm;0.04;;;;;;;;;;;
08-1015;Verhoeven;E1304071;Ring 05 Euroboor Dial ;20.60;;;;;;;;;;;
08-1016;Biermans;5523106;Ring carrosseriering rvs M6x18 mm;0.06;;;;;;;;;;;
08-1017;Verhoeven;E1304072;Ring O-ring 07 Euroboor;1.19;;;;;;;;;;;
08-1018;Biermans;25A406K;Ring sluitring rvs M6 kvp;0.06;;;;;;;;;;;
08-1019;Biermans;5523006;Ring sluitring rvs M6x13 mm;0.03;;;;;;;;;;;
08-1020;TrioFast;4705A220SS;Ring stelring A20x32x14 mm DIN 705A/916 A1 ;0.14;;;;;;;;;;;
08-1021;Kieboom;;Ring veerring rvs M12;0.19;;;;;;;;;;;
08-1022;kieboom;;Ring veerring rvs M8;0.07;;;;;;;;;;;
08-1023;Kieboom;;Schroef rvs M8x20 vk bzk A2;0.50;;;;;;;;;;;
08-1024;TrioFast;2931EV16055;Bout rvs M16x55-50 DIN931 - 8.8 EV ;0.45;;;;;;;;;;;
08-1025;TrioFast;2934EV16K;Moer M16 KVP-50 DIN934-8 EV 6-Kt.;0.10;;;;;;;;;;;
08-1026;Kieboom;;Ring sluitring rvs HOB 6 mm;3.00;;;;;;;;;;;
08-1027;Kieboom;;Ring carrosseriering rvs M6 A2 D9021;0.10;;;;;;;;;;;
08-1028;Kieboom;;Schroef rvs M6x30 vk bzk A2;0.39;;;;;;;;;;;
08-1029;Kieboom;;Bout tapbout rvs M8x40;0.39;;;;;;;;;;;
08-1030;Kieboom;;Schroef rvs M16x35 bzk A2;5.89;;;;;;;;;;;
08-1031;Rob Snel;20.SS.310.27;Bout knevelbout rvs M20x130;11.40;;;;;;;;;;;
08-1032;Brammer;55050050016;Schroef cilinderkopschroef rvs inb M5x16 D912/A4;9.00;;;per 100;;;;;;;;
08-1033;Brammer;55050050012;Schroef cilinderkopschroef rvs inb M5x12 D912/A4;8.00;;;per 100;;;;;;;;
08-1034;Brammer;55010080020;Bout tapbout rvs M8x20 D933/A4;14.50;;;per 100;;;;;;;;
08-1035;Brammer;55390050001;Ring veerring rvs M5 D7980/A4;4.00;;;per 100;;;;;;;;
08-1036;Brammer;55390060001;Ring veerring rvs M6 D7980/A4;4.50;;;per 100;;;;;;;;
08-1037;Brammer;55390080001;Ring veerring rvs M8 D7980/A4;7.00;;;per 100;;;;;;;;
08-1038;Brammer;55050080016;Schroef cilinderkopschroef rvs inb M8x16 D912/A4;20.00;;;per 100;;;;;;;;
08-1039;Biermans;5522054;Moer zeskantmoer rvs M4x3.0 mm;1.10;;;per 100;;;;;;;;
08-1040;Biermans;5520113;Bout tapbout rvs M12x30 mm Din 9333 Kelfort;75.86;;;per 100;;;;;;;;
08-1041;Kieboom;;Schroef rvs M5x25 vk bzk A2;0.30;;;;;;;;;;;
08-1042;Kieboom;;Schroef rvs M6x20 vk bzk A2;0.31;;;;;;;;;;;
08-1043;Brammer;;Schroef cilinderkopschroef M6x12 D912/A4;10.50;;;per 100;;;;;;;;
08-1044;Kieboom;;Bout oogbout rvs 10x100 mm;8.71;;;;;;;;;;;
08-1045;Kieboom;;Ring carrosseriering rvs M10;0.47;;;;;;;;;;;
08-1046;Kieboom;;Moer borgmoer rvs A2 DIN985 M5;0.12;;;;;;;;;;;
08-1047;Kieboom;;Bout tapbout rvs M5x20;0.10;;;;;;;;;;;
08-1048;Kieboom;;Ring sluitring rvs M5;0.01;;;(0,50 ct voor 34 stuks);;;;;;;;
08-1049;Rob Snel;20.SS.220.04;Moer knevelmoer rvs M20;19.20;;;;;;;;;;;
08-1050;Rob Snel;16.SS.354.13;Draadbus rvs M16;10.56;;;;;;;;;;;
08-1051;Zwets;;Bout rvs M16x16 inbus met verzonken kop;3.60;;;per 100;;;;;;;;
08-1052;Biermans;5527411;Bout inbusbout rvs M10x70 mm;0.95;;;;;;;;;;;
08-1053;Biermans;5522380;Moer dopmoer rvs M10x18 mm;0.65;;;;;;;;;;;
08-1054;Kieboom;;Bout tapbout rvs M6x30 mm;18.32;;;per 100;;;;;;;;
08-1055;Kieboom;;Moer rvs M6;8.40;;;per 100;;;;;;;;
08-3001;Biermans;5517209;Bout inbusbout verz. M10x60 mm ;0.55;;;;;;;;;;;
08-3002;Kieboom;;Moer verz. M16;0.25;;;;;;;;;;;
08-3003;Biermans;5513054;Ring sluitring verz. M4x9x0,8 mm;0.01;;;;;;;;;;;
08-3004;Biermans;5510091;Bout tapbout verz. M10x20 mm;0.17;;;;;;;;;;;
08-3005;Biermans;5514318;Schroef metaalschroef verz. M4x10 mm;0.04;;;;;;;;;;;
08-3006;Kieboom;;Bout tapbout verz. M10x25 mm 8.8;0.21;;;;;;;;;;;
08-3007;Kieboom;;Moer verz. M10;0.09;;;;;;;;;;;
08-3008;Kieboom;;Ring veering verz. M10 hs DIN128A;0.04;;;;;;;;;;;
08-3009;Biermans;5516120;Draadeind verz. M20x1000 mm D975 Kelfort;14.45;;;;;;;;;;;
08-3010;Kieboom;;Bout verz. M16x80;1.40;;;;;;;;;;;
08-3011;Kieboom;;Ring sluitring verz. M16 ;0.14;;;;;;;;;;;
08-3012;Kieboom;;Draadstang verz. M24;15.60;;;;;;;;;;;
08-3013;Kieboom;;Moer verbindingsmoer verz. M24;8.13;;;;;;;;;;;
08-3014;Kieboom;;Bout oogbout verz. M16;3.65;;;;;;;;;;;
08-3015;Biermans;6517010;Moer schuifmoer verz. M10xStrutx z/veer CE BIS;0.60;;;;;;;;;;;
08-3016;Kieboom;;Bout tapbout verz. M6x70 mm 8.8;0.14;;;;;;;;;;;
08-3017;Kieboom;;Moer verz. M6;0.04;;;;;;;;;;;
08-3018;Kieboom;;Moer verz. M20;0.46;;;;;;;;;;;
08-3019;Kieboom;;Bout verz. M20x180;4.27;;;;;;;;;;;
08-3020;Kieboom;;Ring veerring verz. M10;0.04;;;;;;;;;;;
08-3021;Kieboom;;Schroef verz. M10x30 mm;0.34;;;;;;;;;;;
08-4001;Biermans;5519554;Nagel blindklinknagel alu. 4.8x12 mm;0.02;;;;;;;;;;;
08-4002;Rob Snel;16.AL.390.63;Scharnier alu. M16x120 CT;28.80;;;;;;;;;;;
08-5001;Brammer;;O-ring rubber Viton 3x2 FPM80;0.16;;;;;;;;;;;
09-0001;Marflex;610085;Assembly tool;23.40;;;;;;;;;;;
09-0002;Marflex;682043;Ceramic sleeve;196.20;;;;;;;;;;;
09-0003;Marflex;667848;Ceramic sleeve;175.95;;;JW 115,25;;;;;;;;
09-0004;Marflex;668944;Double cargo seal   ;49.50;;;;;;;;;;;
09-0005;Marflex;679464;Double cargo seal dynalip;122.40;;;;;;;;;;;
09-0006;Marflex;668106;Gasket set;2.70;;;Ankro 0,45 ct;;;;;;;;
09-0007;Marflex;307113;Hexagon head screw m8;1.31;;;;;;;;;;;
09-0008;Marflex;385004;Hexagon head shoulder screw;3.50;;;;;;;;;;;
09-0009;Marflex;382581;Lock washer;0.50;;;;;;;;;;;
09-0010;Marflex;382602;Lock washer;0.50;;;;;;;;;;;
09-0011;Marflex;382644;Lock washer;0.50;;;;;;;;;;;
09-0012;Marflex;610895;Mounting tool;73.35;;;;;;;;;;;
09-0013;Marflex;485016;Non ret. Valve;59.85;;;;;;;;;;;
09-0014;Marflex;81177;Oil Seal viton 45x65x8;35.10;;;Brammer 6,10;;;;;;;;
09-0015;Marflex;81120;Oil Seal viton 35x50x7;25.20;;;Brammer 5,18;;;;;;;;
09-0016;Marflex;67431;O-ring kalrez 44,04x3,53 mdpd 125/150;114.35;;;JW 85,50;;;;;;;;
09-0017;Marflex;67722;O-ring kalrez 101,2x3,53 mdpd 125/150;337.95;;;JW 189,50;;;;;;;;
09-0018;Marflex;67692;O-ring kalrez 91,67x3,53 mdpd 80/100;219.60;;;JW 149,20 BT 124,17;;;;;;;;
09-0019;Marflex;32460;O-ring nitrile 41x3;1.30;;;;;;;;;;;
09-0020;Marflex;034812;O-ring nitrile;2.47;;;;;;;;;;;
09-0021;Marflex;031923;O-ring nitrile;1.13;;;;;;;;;;;
09-0022;Marflex;070305;O-ring teflon ;3.60;;;;;;;;;;;
09-0023;Marflex;073605;O-ring teflon ;15.80;;;;;;;;;;;
09-0024;Marflex;073761;O-ring teflon;18.05;;;;;;;;;;;
09-0025;Marflex;051582;O-ring viton 41x3;3.10;;;;;;;;;;;
09-0026;Marflex;051438;O-ring viton ;3.10;;;;;;;;;;;
09-0027;Marflex;056376;O-ring viton 78,97x3,53;11.25;;;;;;;;;;;
09-0028;Marflex;052524;O-ring viton 50x3;3.60;;;;;;;;;;;
09-0029;Marflex;056244;O-ring viton ;11.25;;;;;;;;;;;
09-0030;Marflex;076248;Shaft seal;17.96;;;;;;;;;;;
09-0031;Marflex;668943;Single cargo seal   ;36.90;;;;;;;;;;;
09-0032;Marflex;679463;Single cargo seal dynalip ;79.20;;;;;;;;;;;
09-0033;Marflex;336877;Socked head cap screw;0.95;;;;;;;;;;;
09-0034;Marflex;336861;Socked head cap screw;0.95;;;;;;;;;;;
09-0035;Marflex;337047;Socked head cap screw;0.95;;;;;;;;;;;
09-0036;Marflex;336889;Socked head cap screw;0.95;;;;;;;;;;;
09-0037;Marflex;486907;"Strainer 3/4"" ";37.80;;;;;;;;;;;
09-0038;Marflex;486910;Strainer element;19.35;;;;;;;;;;;
09-0039;Marflex;679026;Upper sleeve;113.85;;;;;;;;;;;
09-0040;Marflex;667845;Upper sleeve;97.20;;;;;;;;;;;
09-0041;Marflex;679068;Wear ring;51.30;;;;;;;;;;;
09-0042;Marflex;667218;Wear ring;33.75;;;;;;;;;;;
09-0043;Marflex;668209;Wear ring;44.10;;;;;;;;;;;
09-0044;Marflex;668210;Wear ring support;14.85;;;;;;;;;;;
09-0045;Marflex;669042;Gasket set 134,5x125,5x1                                                 144;7.20;;;Ankro 7,-- strippomp;;;;;;;;
09-0047;Marflex;669324;Gland packing;21.60;;;pinta 9,36 3x strippomp;;;;;;;;
09-0048;Marflex;076215;Shaft Seal;19.45;;;strippomp;;;;;;;;
09-0049;Marflex;076424;Shaft seal;52.50;;;2x strippomp;;;;;;;;
09-0050;Marflex;669330;Sleeve for cylinder cover 45x25x9,5;44.50;;;Ankro 7,75  strippomp;;;;;;;;
09-0051;Marflex;669327;Sleeve for gland 35x25x40;72.50;;;Ankro 21,20 strippomp;;;;;;;;
09-0052;Marflex;669060;Guide Sleeve 45x25x58;85.50;;;Ankro 30,85 ;;;;;;;;
09-0053;Marflex;05681;O-ring viton 40x3 * 39x3 bestellen;3.60;;;2x  ;;;;;;;;
09-0054;Marflex;603015;Ceramic sleeve;196.20;;;JW 142,50;;;;;;;;
09-0055;Marflex;491350;Cover plate inspection cover small;41.40;;;;;;;;;;;
09-0056;Marflex;491355;Seal inspection cover small;25.20;;;;;;;;;;;
09-0057;Marflex;067320;O-ring kalrez 34,52x3,53;85.54;;;JW 59,04 BT 49,20;;;;;;;;
09-0058;Marflex;067632;O-ring kalrez 72,62x3,52;196.20;;;JW 116,98 BT 97,34;;;;;;;;
09-0059;Marflex;067321;O-ring kalrez;85.54;;;nieuw, omschrijving?;;;;;;;;
09-0060;Marflex;073134;O-ring teflon;14.40;;;nieuw, omschrijving?;;;;;;;;
09-0061;Marflex;073251;O-ring teflon;15.79;;;nieuw, omschrijving?;;;;;;;;
09-0062;Marflex;382617;Lock washer;3.96;;;nieuw, omschrijving?;;;;;;;;
09-0063;Marflex;403110;Ball bearring;33.75;;;nieuw, omschrijving?;;;;;;;;
09-0064;Marflex;412053;Cylindrical roller bearring;55.80;;;;;;;;;;;
09-0065;Marflex;415329;Washer;0.67;;;nieuw, omschrijving?;;;;;;;;
10-0001;Pinta;;"Koppeling snelkoppeling rvs Kamlok /b vrl 2"" budr aisi 316";17.03;;;;;;;;;;;
10-0002;Pinta;;"Ring 2"" binn.dr. Draaibaar nok 66";26.39;;;;;;;;;;;
10-0003;Brammer;;Koppeling kruiskoppeling rvs enkel 12x25x86 SS;35.40;;;;;;;;;;;
10-0004;Hilto;42-507E-W5 060,3 NBR;"Koppeling pijpkoppeling trekvast rvs 2"" 42-507E-W5 ";69.34;;;;;;;;;;;
10-0005;JB;AL-18-R-3/4WD;"Koppeling inschroefkoppeling Ge-18L-3/4"" ";3.28;;;;;;;;;;;
10-0006;Pinta;;"Koppeling snelkoppeling rvs Kamlok /b vrl 1.1/4"" budr aisi 316";13.91;;;;;;;;;;;
10-0007;Pinta;;"Adaptor rvs Kamlok /f mnl 1.1/4"" budr aisi 316";9.84;;;;;;;;;;;
10-0008;Pinta;;"Adaptor rvs Kamlok /f mnl 1"" budr aisi 316";6.30;;;;;;;;;;;
10-0009;Pinta;;"Adaptor rvs Kamlok /a mnl 1"" bidr aisi 316";6.64;;;;;;;;;;;
10-0010;Pinta;;"Plug rvs/dp mnl 1"" aisi 316";3.55;;;;;;;;;;;
10-0011;Pinta;;"Koppeling snelkoppeling  rvs Kamlok /d vrl 2"" bidr aisi 316";19.36;;;;;;;;;;;
10-0012;Pinta;;"Koppeling tw koppeling messing vk50-21 2"" bidr mnl teflon";23.50;;;;;;;;;;;
10-0013;Pinta;;"Kap tw kap mb 50-2"" vrl voor mnl tw koppeling";4.66;;;;;;;;;;;
10-0014;Pinta;;"Koppeling tw koppeling messing vk50- 2"" bidr mnl afd.ring";7.10;;;;;;;;;;;
10-0015;Pinta;;"Kap tw kap mb 50-2"" vrl voor mnl tw koppeling";7.10;;;;;;;;;;;
10-0016;Pinta;;"Kap eindkap messing zeskant - 21 2"" bidr";14.63;;;;;;;;;;;
10-0017;Pinta;;"Snelkoppeling 1/4"" Orion";8.00;;;;;;;;;;;
10-0018;Hilto;"01-341V-2"" ";"Koppeling bi bu 2""";16.43;;;;;;;;;;;
11-0001;Inval;Fig. IN 820N;Wafer type vlinderklep 250 mm PN10 GGG-40;1,285.00;;;;;;;;;;;
11-0002;Inval;Fig. IN 232-550S;Wormkast gietijzer 550 mm waterdicht  multi-turn;300.00;;;;;;;;;;;
11-0003;Inval;Fig. IN 1056E;Peiltoestel rvs 690 mm PN4 Reflex;359.00;;;;;;;;;;;
11-0004;Inval;Fig. IN 2.103A;Gaffel rvs 1.3952 22 mm inwendig conisch vierkant ;117.00;;;;;;;;;;;
11-0005;Inval;Fig. IN 642;Afsluiter gietijzer 80 mm PN10 Y-type filter;124.00;;;;;;;;;;;
11-0006;Inval;Fig. IN 4151;Wafer type rvs AISI 316 kogelkraan DIN PN16;204.00;;;fact. 109453;;;;;;;;
11-0007;Inval;Fig. IN 232-210N;Wormkast gietijzer AISI 303 as gelast stalen handwiel;97.00;;;;;;;;;;;
11-0008;Inval;-;Bus vierkant;8.00;;;fact. 109471;;;;;;;;
11-0009;Inval;232-210;Koppelbus vierkant 14 mm voor wormwielkast ;8.00;;;;;;;;;;;
11-0010;Inval;Fig. IN 107-1;Impulsgever met 1 pompunit hydraulisch bediend;196.00;;;;;;;;;;;